Reading Airport file from airports.txt
There were 5740 Airports with IATA code
Reading Routes file from routes.txt
There were 68292 valid routes
There were 528 invalid routes

The epsilon is 1e-15 
The damping factor is 0.85 
The maximum number of iterations is 1000 

IATA	PageRank	Name
PEX 	0.00003849	Pechora, Russia
MXZ 	0.00003846	Meixian Airport, China
JDF 	0.00003843	Francisco De Assis, Brazil
CLV 	0.00003843	Caldas Novas, Brazil
JDR 	0.00003843	Aeroporto Prefeito Octavio de Almeida Neves, Brazil
DOU 	0.00003843	Dourados Airport, Brazil
RVD 	0.00003843	General leite de Castro Airport, Brazil
HSG 	0.00003843	Saga Airport, Japan
BOY 	0.00003841	Bobo Dioulasso, Burkina Faso
CSY 	0.00003839	Cheboksary Airport, Russia
SKX 	0.00003839	Saransk Airport, Russia
FSM 	0.00003836	Fort Smith Rgnl, United States
GOQ 	0.00003835	Golmud Airport, China
GCN 	0.00003831	Grand Canyon National Park Airport, United States
DBA 	0.00003823	Dalbandin Airport, Pakistan
TOB 	0.00003822	Gamal Abdel Nasser Airport, Libya
AEB 	0.00003822	Tianyang, China
HKK 	0.00003822	Hokitika, New Zealand
HZH 	0.00003821	Liping Airport, China
COU 	0.00003819	Columbia Rgnl, United States
CMI 	0.00003819	Champaign, United States
MHK 	0.00003819	Manhattan Reigonal, United States
MAZ 	0.00003810	Eugenio Maria De Hostos, Puerto Rico
HOF 	0.00003810	Al Ahsa, Saudi Arabia
URY 	0.00003810	Guriat, Saudi Arabia
AQI 	0.00003810	Qaisumah, Saudi Arabia
RAE 	0.00003810	Arar, Saudi Arabia
SHW 	0.00003810	Sharurah, Saudi Arabia
AJF 	0.00003810	Al-Jawf Domestic Airport, Saudi Arabia
DWD 	0.00003810	Dawadmi Domestic Airport, Saudi Arabia
KGC 	0.00003809	Kingscote Airport, Australia
CPD 	0.00003809	Coober Pedy Airport, Australia
CED 	0.00003809	Ceduna Airport, Australia
OLP 	0.00003809	Olympic Dam Airport, Australia
PUG 	0.00003809	Port Augusta Airport, Australia
WYA 	0.00003809	Whyalla Airport, Australia
FLO 	0.00003808	Florence Rgnl, United States
PGV 	0.00003808	Pitt-Greenville Airport, United States
WUZ 	0.00003804	Changzhoudao Airport, China
SCK 	0.00003797	Stockton Metropolitan, United States
MMJ 	0.00003793	Matsumoto, Japan
MLB 	0.00003792	Melbourne Intl, United States
DAB 	0.00003792	Daytona Beach Intl, United States
DHM 	0.00003786	Kangra Airport, India
GOP 	0.00003786	Gorakhpur Airport, India
DEC 	0.00003785	Decatur, United States
BRL 	0.00003785	Southeast Iowa Regional Airport, United States
XMS 	0.00003781	Coronel E Carvajal, Ecuador
TUA 	0.00003781	Teniente Coronel Luis A Mantilla, Ecuador
LGQ 	0.00003781	Nueva Loja Airport, Ecuador
ILD 	0.00003774	Lleida-Alguaire Airport, Spain
IPH 	0.00003770	Sultan Azlan Shah, Malaysia
SGS 	0.00003768	Sanga Sanga Airport, Philippines
TMJ 	0.00003767	Termez Airport, Uzbekistan
YUM 	0.00003762	Yuma Mcas Yuma Intl, United States
HBX 	0.00003761	Hubli Airport, India
ENH 	0.00003758	Enshi Airport, China
BIM 	0.00003755	South Bimini, Bahamas
BHJ 	0.00003755	Bhuj, India
BHU 	0.00003755	Bhavnagar, India
DIU 	0.00003755	Diu Airport, India
GRW 	0.00003750	Graciosa, Portugal
LWB 	0.00003749	Greenbrier Valley Airport, United States
MQT 	0.00003748	Sawyer International Airport, United States
VPY 	0.00003742	Chimoio Airport, Mozambique
BKQ 	0.00003741	Blackall, Australia
BCI 	0.00003741	Barcaldine Airport, Australia
CRV 	0.00003738	Crotone, Italy
OTH 	0.00003736	Southwest Oregon Regional Airport, United States
LMT 	0.00003736	Klamath Falls Airport, United States
TAY 	0.00003734	Tartu, Estonia
KEM 	0.00003734	Kemi Tornio, Finland
KAJ 	0.00003734	Kajaani, Finland
KOK 	0.00003734	Kruunupyy, Finland
MHQ 	0.00003734	Mariehamn, Finland
POR 	0.00003734	Pori, Finland
RVN 	0.00003734	Rovaniemi, Finland
SVL 	0.00003734	Savonlinna, Finland
NRK 	0.00003734	Kungsangen, Sweden
HRO 	0.00003734	Boone Co, United States
OGZ 	0.00003732	Beslan Airport, Russia
IAR 	0.00003732	Tunoshna, Russia
AFL 	0.00003727	Alta Floresta, Brazil
PRH 	0.00003726	Phrae, Thailand
NAW 	0.00003726	Narathiwat, Thailand
SNO 	0.00003726	Sakon Nakhon, Thailand
LOE 	0.00003726	Loei, Thailand
ROI 	0.00003726	Roi Et, Thailand
BFV 	0.00003726	Buri Ram, Thailand
UNN 	0.00003726	Ranong, Thailand
CJM 	0.00003726	Chumphon, Thailand
MJZ 	0.00003718	Mirny, Russia
AJI 	0.00003714	Agri Airport, Turkey
TCO 	0.00003713	La Florida, Colombia
MKL 	0.00003707	Mc Kellar Sipes Rgnl, United States
CZU 	0.00003707	Las Brujas, Colombia
EJA 	0.00003707	Yariguies, Colombia
IPI 	0.00003707	San Luis, Colombia
MZL 	0.00003707	La Nubia, Colombia
PPN 	0.00003707	Guillermo Leon Valencia, Colombia
LMC 	0.00003707	La Macarena, Colombia
VGZ 	0.00003707	Villa Garzon Airport, Colombia
MZR 	0.00003706	Mazar I Sharif, Afghanistan
NSH 	0.00003706	Noshahr Airport, Iran
CQD 	0.00003706	Shahre Kord Airport, Iran
PQI 	0.00003705	Northern Maine Rgnl At Presque Isle, United States
MCN 	0.00003703	Middle Georgia Rgnl, United States
PSJ 	0.00003697	Kasiguncu, Indonesia
PUM 	0.00003697	Pomalaa, Indonesia
IPT 	0.00003693	Williamsport Rgnl, United States
HVN 	0.00003693	Tweed-New Haven Airport, United States
AGR 	0.00003691	Agra, India
ACI 	0.00003685	Alderney, Guernsey
NAH 	0.00003683	Naha, Indonesia
HVD 	0.00003682	Khovd Airport, Mongolia
ULG 	0.00003682	Olgii Airport, Mongolia
GLO 	0.00003681	Gloucestershire, United Kingdom
RRS 	0.00003676	Roros, Norway
FDE 	0.00003667	Forde Bringeland, Norway
EVG 	0.00003663	Sveg, Sweden
MZH 	0.00003662	Merzifon, Turkey
DNZ 	0.00003662	Cardak, Turkey
NAV 	0.00003662	Kapadokya, Turkey
EDO 	0.00003662	Balikesir Korfez Airport, Turkey
KCM 	0.00003662	Kahramanmaras Airport, Turkey
PGX 	0.00003661	Bassillac, France
KDL 	0.00003659	Kardla, Estonia
MCV 	0.00003655	McArthur River Mine Airport, Australia
RDC 	0.00003654	Redencao Airport, Brazil
SRA 	0.00003647	Santa Rosa Airport, Brazil
SFT 	0.00003635	Skelleftea, Sweden
KRY 	0.00003623	Karamay Airport, China
HHQ 	0.00003618	Hua Hin, Thailand
PKG 	0.00003618	Pulau Pangkor Airport, Malaysia
PSE 	0.00003611	Mercedita, Puerto Rico
ANE 	0.00003605	Angers-Loire Airport, France
SIF 	0.00003601	Simara, Nepal
SKH 	0.00003601	Surkhet, Nepal
ZOS 	0.00003598	Canal Bajo Carlos Hott Siebert, Chile
GPB 	0.00003596	Tancredo Thomaz de Faria Airport, Brazil
ARM 	0.00003592	Armidale, Australia
CAZ 	0.00003592	Cobar Airport, Australia
OOM 	0.00003592	Cooma Snowy Mountains Airport, Australia
MHU 	0.00003592	Mount Hotham Airport, Australia
LSY 	0.00003592	Lismore Airport, Australia
MRZ 	0.00003592	Moree Airport, Australia
NAA 	0.00003592	Narrabri Airport, Australia
TGC 	0.00003590	Tanjung Manis Airport, Malaysia
WIC 	0.00003588	Wick, United Kingdom
CAP 	0.00003585	Cap Haitien Intl, Haiti
MUH 	0.00003583	Mersa Matruh, Egypt
VDE 	0.00003578	Hierro, Spain
ANR 	0.00003577	Deurne, Belgium
PBO 	0.00003574	Paraburdoo Airport, Australia
NLG 	0.00003574	Nelson Lagoon, United States
LRT 	0.00003569	Lann Bihoue, France
TUR 	0.00003564	Tucurui, Brazil
IFO 	0.00003559	Ivano Frankivsk International Airport, Ukraine
YJT 	0.00003557	Stephenville, Canada
BAY 	0.00003548	Tautii Magheraus, Romania
OMR 	0.00003548	Oradea, Romania
SUJ 	0.00003548	Satu Mare, Romania
SCV 	0.00003548	Stefan Cel Mare, Romania
ATA 	0.00003546	Comandante Fap German Arias Graziani, Peru
TBP 	0.00003546	Pedro Canga, Peru
IGA 	0.00003539	Matthew Town, Bahamas
MYG 	0.00003539	Mayaguana, Bahamas
SKU 	0.00003537	Skiros, Greece
NYT 	0.00003529	NAYPYITAW, Burma
KSD 	0.00003528	Karlstad Airport, Sweden
TTT 	0.00003528	Fengnin, Taiwan
SSY 	0.00003526	Mbanza Congo, Angola
LUO 	0.00003526	Luena, Angola
VUS 	0.00003524	Veliky Ustyug, Russia
BVV 	0.00003521	Burevestnik Airport, Russia
OHH 	0.00003521	Okha Airport, Russia
DEE 	0.00003521	Mendeleevo, Russia
XKH 	0.00003515	Xieng Khouang, Laos
LXG 	0.00003515	Luang Namtha, Laos
ODY 	0.00003515	Oudomxay, Laos
CSO 	0.00003509	Magdeburg-Cochstedt, Germany
CFN 	0.00003507	Donegal Airport, Ireland
MSW 	0.00003503	Massawa Intl, Eritrea
ZAT 	0.00003501	Zhaotong Airport, China
BSD 	0.00003501	Baoshan Airport, China
LNJ 	0.00003501	Lincang Airport, China
WNH 	0.00003501	Wenshan Airport, China
MFU 	0.00003500	Mfuwe, Zambia
CIP 	0.00003500	Chipata Airport, Zambia
MSE 	0.00003495	Manston, United Kingdom
PHW 	0.00003493	Phalaborwa, South Africa
PTG 	0.00003493	Polokwane International, South Africa
PZB 	0.00003493	Pietermaritzburg, South Africa
RCB 	0.00003493	Richards Bay, South Africa
UTT 	0.00003493	Mthatha, South Africa
MTS 	0.00003493	Matsapha, Swaziland
BUQ 	0.00003493	J M Nkomo Intl, Zimbabwe
MSU 	0.00003493	Moshoeshoe I Intl, Lesotho
LAZ 	0.00003488	Bom Jesus Da Lapa, Brazil
LEC 	0.00003488	Chapada Diamantina Airport, Brazil
DPO 	0.00003484	Devonport Airport, Australia
AHU 	0.00003482	Cherif El Idrissi, Morocco
BJZ 	0.00003480	Talavera La Real, Spain
TNN 	0.00003473	Tainan, Taiwan
PYJ 	0.00003470	Poliarny Airport, Russia
IKS 	0.00003470	Tiksi Airport, Russia
CYX 	0.00003470	Cherskiy Airport, Russia
CKH 	0.00003470	Chokurdakh Airport, Russia
BZO 	0.00003462	Bolzano, Italy
CZE 	0.00003460	Jose Leonardo Chirinos, Venezuela
PYH 	0.00003460	Casique Aramare, Venezuela
SOM 	0.00003460	San Tome, Venezuela
VLV 	0.00003460	Dr Antonio Nicolas Briceno, Venezuela
OSI 	0.00003459	Osijek, Croatia
STC 	0.00003459	Saint Cloud Regional Airport, United States
PDV 	0.00003458	Plovdiv, Bulgaria
PRI 	0.00003453	Praslin, Seychelles
KSF 	0.00003445	Kassel Calden, Germany
AFS 	0.00003444	Sugraly Airport, Uzbekistan
GAO 	0.00003443	Mariana Grajales, Cuba
GER 	0.00003443	Rafael Cabrera, Cuba
VTU 	0.00003443	Hermanos Ameijeiras, Cuba
BPX 	0.00003436	Qamdo Bangda Airport, China
LZY 	0.00003436	Nyingchi Airport, China
PZI 	0.00003436	Panzhihua, China
RKZ 	0.00003436	Shigatse Peace Airport, China
OXF 	0.00003435	Kidlington, United Kingdom
LLF 	0.00003430	Yongzhou Lingling Airport, China
SLM 	0.00003427	Salamanca, Spain
NGQ 	0.00003421	Gunsa, China
ARK 	0.00003420	Arusha, Tanzania
MYW 	0.00003420	Mtwara, Tanzania
RUA 	0.00003419	Arua Airport, Uganda
LCK 	0.00003419	Rickenbacker Intl, United States
BLV 	0.00003419	Scott Afb Midamerica, United States
GYY 	0.00003419	Gary Chicago International Airport, United States
LUD 	0.00003417	Luderitz Airport, Namibia
YZY 	0.00003414	Mackenzie Airport, Canada
GME 	0.00003414	Gomel, Belarus
GNA 	0.00003414	Hrodno Airport, Belarus
BQT 	0.00003414	Brest, Belarus
WAT 	0.00003414	Waterford, Ireland
KGT 	0.00003408	Kangding Airport, China
OGL 	0.00003406	Ogle, Guyana
PJG 	0.00003403	Panjgur, Pakistan
SHM 	0.00003400	Nanki Shirahama, Japan
MBE 	0.00003400	Monbetsu, Japan
IZO 	0.00003400	Izumo, Japan
TTJ 	0.00003400	Tottori, Japan
HAC 	0.00003400	Hachijojima, Japan
OIM 	0.00003400	Oshima, Japan
NTQ 	0.00003400	Noto, Japan
MYE 	0.00003400	Miyakejima Airport, Japan
SYO 	0.00003400	Shonai Airport, Japan
ONJ 	0.00003400	Odate Noshiro Airport, Japan
AMH 	0.00003399	Arba Minch, Ethiopia
BJR 	0.00003399	Bahir Dar, Ethiopia
ASO 	0.00003399	Asosa, Ethiopia
LCX 	0.00003384	Longyan Airport, China
LDU 	0.00003382	Lahad Datu, Malaysia
JOS 	0.00003379	Yakubu Gowon, Nigeria
KAD 	0.00003379	Kaduna, Nigeria
BMU 	0.00003370	Muhammad Salahuddin, Indonesia
GJL 	0.00003369	Jijel, Algeria
TEE 	0.00003369	Cheikh Larbi Tebessi, Algeria
MUW 	0.00003369	Ghriss, Algeria
TGR 	0.00003369	Sidi Mahdi, Algeria
LOO 	0.00003369	Laghouat, Algeria
ELU 	0.00003369	Guemar Airport, Algeria
AXK 	0.00003367	Ataq, Yemen
MVR 	0.00003360	Salak, Cameroon
GOU 	0.00003360	Garoua, Cameroon
FRS 	0.00003355	Mundo Maya International, Guatemala
GNS 	0.00003353	Binaka, Indonesia
LSW 	0.00003353	Malikus Saleh Airport, Indonesia
CGM 	0.00003352	Camiguin Airport, Philippines
NYI 	0.00003349	Sunyani, Ghana
RRG 	0.00003345	Plaine Corail, Mauritius
SJI 	0.00003345	Antique, Philippines
VRC 	0.00003345	Virac Airport, Philippines
CYZ 	0.00003345	Cauayan Airport, Philippines
CTM 	0.00003339	Chetumal Intl, Mexico
CVM 	0.00003339	General Pedro Jose Mendez Intl, Mexico
LZC 	0.00003339	Lazaro Cardenas, Mexico
MTT 	0.00003339	Minatitlan, Mexico
NLD 	0.00003339	Quetzalcoatl Intl, Mexico
TAP 	0.00003339	Tapachula Intl, Mexico
JAL 	0.00003339	Lencero Airport, Mexico
YYF 	0.00003330	Penticton, Canada
YZP 	0.00003330	Sandspit, Canada
ZMT 	0.00003330	Masset Airport, Canada
YPW 	0.00003330	Powell River Airport, Canada
YZZ 	0.00003330	Trail Airport, Canada
MSS 	0.00003295	Massena Intl Richards Fld, United States
OGS 	0.00003295	Ogdensburg Intl, United States
IWD 	0.00003294	Gogebic Iron County Airport, United States
HIB 	0.00003294	Chisholm Hibbing, United States
FOD 	0.00003294	Fort Dodge Rgnl, United States
ABR 	0.00003294	Aberdeen Regional Airport, United States
MCW 	0.00003294	Mason City Municipal, United States
ELF 	0.00003292	El Fashir, Sudan
YKM 	0.00003292	Yakima Air Terminal McAllister Field, United States
ALW 	0.00003292	Walla Walla Regional Airport, United States
EAT 	0.00003292	Pangborn Field, United States
MUE 	0.00003289	Waimea Kohala, United States
GHT 	0.00003284	Ghat, Libya
LTD 	0.00003284	Ghadames East, Libya
QUB 	0.00003284	Ubari Airport, Libya
SRX 	0.00003284	Gardabya Airport, Libya
CDC 	0.00003284	Cedar City Rgnl, United States
BTM 	0.00003284	Bert Mooney Airport, United States
TWF 	0.00003284	Magic Valley Regional Airport, United States
PIH 	0.00003284	Pocatello Regional Airport, United States
EKO 	0.00003284	Elko Regional Airport, United States
WYS 	0.00003284	Yellowstone Airport, United States
YLL 	0.00003283	Lloydminster, Canada
YQL 	0.00003283	Lethbridge, Canada
YXH 	0.00003283	Medicine Hat, Canada
SAB 	0.00003283	Juancho E. Yrausquin, Netherlands Antilles
PWE 	0.00003282	Pevek, Russia
VIN 	0.00003282	Vinnitsa, Ukraine
SHL 	0.00003267	Shillong Airport, India
RIW 	0.00003267	Riverton Regional, United States
FMN 	0.00003267	Four Corners Rgnl, United States
TEX 	0.00003267	Telluride, United States
CEZ 	0.00003267	Cortez Muni, United States
SHR 	0.00003267	Sheridan County Airport, United States
LAR 	0.00003267	Laramie Regional Airport, United States
EAR 	0.00003267	Kearney Municipal Airport, United States
ALS 	0.00003267	San Luis Valley Regional Airport, United States
VEL 	0.00003267	Vernal Regional Airport, United States
WJU 	0.00003263	Wonju Airport, South Korea
PPG 	0.00003259	Pago Pago Intl, American Samoa
ZBF 	0.00003258	Bathurst Airport, Canada
GGG 	0.00003255	East Texas Rgnl, United States
GCK 	0.00003255	Garden City Rgnl, United States
BPT 	0.00003255	Southeast Texas Rgnl, United States
SPS 	0.00003255	Sheppard Afb Wichita Falls Muni, United States
ACT 	0.00003255	Waco Rgnl, United States
SJT 	0.00003255	San Angelo Rgnl Mathis Fld, United States
ABI 	0.00003255	Abilene Rgnl, United States
ROW 	0.00003255	Roswell Intl Air Center, United States
TXK 	0.00003255	Texarkana Rgnl Webb Fld, United States
LAW 	0.00003255	Lawton-Fort Sill Regional Airport, United States
JLN 	0.00003255	Joplin Rgnl, United States
RKE 	0.00003254	Roskilde, Denmark
CAH 	0.00003254	Ca Mau, Vietnam
VCS 	0.00003254	Co Ong Airport, Vietnam
ODO 	0.00003245	Bodaibo, Russia
ROP 	0.00003243	Rota Intl, Northern Mariana Islands
KOV 	0.00003242	Kokshetau Airport, Kazakhstan
CNM 	0.00003241	Cavern City Air Terminal, United States
LAM 	0.00003241	Los Alamos Airport, United States
AKF 	0.00003236	Kufra, Libya
RIS 	0.00003236	Rishiri, Japan
GIL 	0.00003236	Gilgit, Pakistan
KDU 	0.00003236	Skardu Airport, Pakistan
HOB 	0.00003235	Lea Co Rgnl, United States
VCT 	0.00003235	Victoria Regional Airport, United States
DIN 	0.00003233	Dien Bien Phu Airport, Vietnam
RAH 	0.00003233	Rafha, Saudi Arabia
TUI 	0.00003233	Turaif, Saudi Arabia
ULH 	0.00003233	Prince Abdul Majeed Airport, Saudi Arabia
MWA 	0.00003221	Williamson Country Regional Airport, United States
JBR 	0.00003221	Jonesboro Muni, United States
TBN 	0.00003221	Waynesville Rgnl Arpt At Forney Fld, United States
UIN 	0.00003221	Quincy Regional Baldwin Field, United States
IRK 	0.00003221	Kirksville Regional Airport, United States
CGI 	0.00003221	Cape Girardeau Regional Airport, United States
APF 	0.00003220	Naples Muni, United States
IAA 	0.00003215	Igarka Airport, Russia
INI 	0.00003215	Nis, Serbia
DYR 	0.00003214	Ugolny Airport, Russia
PES 	0.00003214	Petrozavodsk Airport, Russia
ESL 	0.00003214	Elista Airport, Russia
ULY 	0.00003214	Ulyanovsk East Airport, Russia
OSW 	0.00003214	Orsk Airport, Russia
PEZ 	0.00003214	Penza Airport, Russia
KVK 	0.00003214	Kirovsk-Apatity Airport, Russia
RGK 	0.00003214	Gorno-Altaysk Airport, Russia
GBB 	0.00003214	Qabala Airport, Azerbaijan
RJH 	0.00003213	Shah Mokhdum, Bangladesh
LYH 	0.00003211	Lynchburg Regional Preston Glenn Field, United States
PKB 	0.00003208	Mid-Ohio Valley Regional Airport, United States
CLD 	0.00003207	McClellan-Palomar Airport, United States
IYK 	0.00003207	Inyokern Airport, United States
VIS 	0.00003207	Visalia Municipal Airport, United States
MCE 	0.00003207	Merced Municipal Airport, United States
UDJ 	0.00003203	Uzhhorod International Airport, Ukraine
FUO 	0.00003202	Foshan, China
BFJ 	0.00003202	Bijie Feixiong Airport, China
KNU 	0.00003200	Kanpur, India
LUH 	0.00003200	Ludhiana, India
DHN 	0.00003194	Dothan Rgnl, United States
CSG 	0.00003194	Columbus Metropolitan Airport, United States
GTR 	0.00003194	Golden Triangle Regional Airport, United States
MEI 	0.00003194	Key Field, United States
VLD 	0.00003194	Valdosta Regional Airport, United States
PIB 	0.00003194	Hattiesburg Laurel Regional Airport, United States
MSL 	0.00003194	Northwest Alabama Regional Airport, United States
BQK 	0.00003194	Brunswick Golden Isles Airport, United States
ABY 	0.00003194	Southwest Georgia Regional Airport, United States
KME 	0.00003192	Kamembe, Rwanda
IXG 	0.00003191	Belgaum, India
PNY 	0.00003191	Pondicherry, India
MYQ 	0.00003191	Mysore Airport, India
EJH 	0.00003190	Wejh, Saudi Arabia
TEQ 	0.00003188	Tekirdağ Çorlu Airport, Turkey
PDT 	0.00003186	Eastern Oregon Regional Airport, United States
CVJ 	0.00003184	General Mariano Matamoros, Mexico
JGA 	0.00003184	Jamnagar, India
NDC 	0.00003184	Nanded Airport, India
ESC 	0.00003184	Delta County Airport, United States
PLN 	0.00003184	Pellston Regional Airport of Emmet County Airport, United States
CIU 	0.00003184	Chippewa County International Airport, United States
SUX 	0.00003178	Sioux Gateway Col Bud Day Fld, United States
ART 	0.00003178	Watertown Intl, United States
PAH 	0.00003178	Barkley Regional Airport, United States
DBQ 	0.00003178	Dubuque Rgnl, United States
MKG 	0.00003178	Muskegon County Airport, United States
EAU 	0.00003178	Chippewa Valley Regional Airport, United States
CMX 	0.00003178	Houghton County Memorial Airport, United States
ALO 	0.00003178	Waterloo Regional Airport, United States
YGK 	0.00003175	Kingston, Canada
YZR 	0.00003175	Chris Hadfield, Canada
ZIG 	0.00003175	Ziguinchor, Senegal
IVL 	0.00003174	Ivalo, Finland
JOE 	0.00003174	Joensuu, Finland
KAO 	0.00003174	Kuusamo, Finland
KUO 	0.00003174	Kuopio, Finland
KHS 	0.00003172	Khasab, Oman
CWC 	0.00003171	Chernivtsi International Airport, Ukraine
DND 	0.00003171	Dundee, United Kingdom
DOL 	0.00003171	St Gatien, France
GMZ 	0.00003171	La Gomera Airport, Spain
LNS 	0.00003168	Lancaster Airport, United States
BKW 	0.00003168	Raleigh County Memorial Airport, United States
SHD 	0.00003168	Shenandoah Valley Regional Airport, United States
FLG 	0.00003167	Flagstaff Pulliam Airport, United States
SVC 	0.00003167	Grant County Airport, United States
SOW 	0.00003167	Show Low Regional Airport, United States
CIC 	0.00003162	Chico Muni, United States
MOD 	0.00003162	Modesto City Co Harry Sham, United States
RDD 	0.00003162	Redding Muni, United States
AUG 	0.00003159	Augusta State, United States
RKD 	0.00003159	Knox County Regional Airport, United States
SLK 	0.00003159	Adirondack Regional Airport, United States
RUT 	0.00003159	Rutland State Airport, United States
LPT 	0.00003150	Lampang, Thailand
KKC 	0.00003150	Khon Kaen, Thailand
THS 	0.00003150	Sukhothai, Thailand
TDX 	0.00003150	Trat, Thailand
MBL 	0.00003149	Manistee County-Blacker Airport, United States
SLN 	0.00003147	Salina Municipal Airport, United States
BDU 	0.00003145	Bardufoss, Norway
VDB 	0.00003145	Leirin, Norway
SRP 	0.00003145	Sorstokken, Norway
GEV 	0.00003140	Gallivare, Sweden
OER 	0.00003140	Ornskoldsvik, Sweden
KRN 	0.00003140	Kiruna, Sweden
NAJ 	0.00003139	Nakhchivan Airport, Azerbaijan
ISE 	0.00003139	Isparta Süleyman Demirel Airport, Turkey
ADF 	0.00003139	Adiyaman Airport, Turkey
URE 	0.00003136	Kuressaare, Estonia
SKE 	0.00003135	Geiteryggen, Norway
AGX 	0.00003134	Agatti, India
LWN 	0.00003131	Gyumri, Armenia
LPY 	0.00003129	Loudes, France
AUR 	0.00003129	Aurillac, France
LAI 	0.00003129	Lannion, France
OZZ 	0.00003129	Ouarzazate, Morocco
KOS 	0.00003126	Sihanoukville, Cambodia
IOA 	0.00003123	Ioannina, Greece
KSO 	0.00003123	Aristotelis, Greece
MLO 	0.00003123	Milos, Greece
JNX 	0.00003123	Naxos, Greece
PAS 	0.00003123	Paros, Greece
JSY 	0.00003123	Syros Airport, Greece
AHN 	0.00003120	Athens Ben Epps Airport, United States
TCG 	0.00003118	Tacheng Airport, China
JKG 	0.00003108	Jonkoping, Sweden
CBG 	0.00003105	Cambridge, United Kingdom
ILY 	0.00003099	Islay, United Kingdom
TRE 	0.00003099	Tiree, United Kingdom
BRR 	0.00003099	Barra Airport, United Kingdom
CAL 	0.00003099	Campbeltown Airport, United Kingdom
TOE 	0.00003087	Nefta, Tunisia
BWK 	0.00003081	Brac, Croatia
RJL 	0.00003067	Logroño-Agoncillo Airport, Spain
ARW 	0.00003060	Arad, Romania
YNY 	0.00003057	Yangyang International Airport, South Korea
SOB 	0.00003054	Sármellék International Airport, Hungary
LPI 	0.00003054	Saab, Sweden
KRP 	0.00003053	Karup, Denmark
RNN 	0.00003053	Bornholm Ronne, Denmark
SGD 	0.00003053	Sonderborg, Denmark
OHD 	0.00003052	Ohrid, Macedonia
YUS 	0.00003051	Yushu Batang, China
EPL 	0.00003047	Mirecourt, France
MCM 	0.00003047	Monaco, Monaco
AOE 	0.00003041	Anadolu Airport, Turkey
DIJ 	0.00003041	Longvic, France
BNX 	0.00003036	Banja Luka International Airport, Bosnia and Herzegovina
TCP 	0.00003028	Taba Intl, Egypt
RGS 	0.00003026	Burgos Airport, Spain
KZS 	0.00003023	Kastelorizo, Greece
